"id","nameaffiliation","title","doi","year","citations","authors","inb_grant"
"9213","Universitat de Barcelona (UB)","Planarians as a model to assess in vivo the role of matrix metalloproteinase genes during homeostasis and regeneration.","10.1371/journal.pone.0055649","2013","9","Maria Emilia Isolani, Josep F Abril, Emili Saló, Paolo Deri, Anna Maria Bianucci, Renata Batistoni","No"
"9214","Universitat de Barcelona (UB)","The nervous system of Xenacoelomorpha: a genomic perspective.","10.1242/jeb.110379","2015","6","Elena Perea-Atienza, Brenda Gavilán, Marta Chiodin, Josep F Abril, Katharina J Hoff, Albert J Poustka, Pedro Martinez","No"
"9215","Universitat de Barcelona (UB)","GGPS1 Mutation and Atypical Femoral Fractures with Bisphosphonates.","10.1056/nejmc1612804","2017","1","Neus Roca-Ayats, Susana Balcells, Natàlia Garcia-Giralt, Maite Falcó-Mascaró, Núria Martínez-Gil, Josep F Abril, Roser Urreizti, Joaquín Dopazo, José M Quesada-Gómez, Xavier Nogués, Xavier Nogués, Leonardo Mellibovsky, Daniel Prieto-Alhambra, James E Dunford, Muhammad K Javaid, R Graham Russell, Daniel Grinberg, Adolfo Díez-Pérez","No"
"9216","Universitat de Barcelona (UB)","Evidence of viral dissemination and seasonality in a Mediterranean river catchment: Implications for water pollution management.","10.1016/j.jenvman.2015.05.019","2015","6","Marta Rusiñol, Xavier Fernandez-Cassi, Natàlia Timoneda, Anna Carratalà, Josep Francesc Abril, Carolina Silvera, Maria José Figueras, Emiliano Gelati, Xavier Rodó, David Kay, Peter Wyn-Jones, Sílvia Bofill-Mas, Rosina Girones","No"
"9217","Universitat de Barcelona (UB)","Comparison of splice sites in mammals and chicken.","10.1101/gr.3108805","2005","39","Josep F Abril, Robert Castelo, Roderic Guigó","No"
"9218","Universitat de Barcelona (UB)","gff2aplot: Plotting sequence comparisons.","10.1093/bioinformatics/btg334","2003","3","Josep F Abril, Roderic Guigó, Thomas Wiehe","No"
"9219","Universitat de Barcelona (UB)","High transcriptional complexity of the retinitis pigmentosa CERKL gene in human and mouse.","10.1167/iovs.10-7101","2011","10","Alejandro Garanto, Marina Riera, Esther Pomares, Jon Permanyer, Marta de Castro-Miró, Florentina Sava, Josep F Abril, Gemma Marfany, Roser Gonzàlez-Duarte","No"
"9220","Universitat de Barcelona (UB)","Computational gene annotation in new genome assemblies using GeneID.","10.1007/978-1-59745-251-9_12","2009","11","Enrique Blanco, Josep F Abril","No"
"9221","Universitat de Barcelona (UB)","A proteomics approach to decipher the molecular nature of planarian stem cells.","10.1186/1471-2164-12-133","2011","15","Enrique Fernández-Taboada, Gustavo Rodríguez-Esteban, Emili Saló, Josep F Abril","No"
"9222","Universitat de Barcelona (UB)","Smed454 dataset: unravelling the transcriptome of Schmidtea mediterranea.","10.1186/1471-2164-11-731","2010","22","Josep F Abril, Francesc Cebrià, Gustavo Rodríguez-Esteban, Thomas Horn, Susanna Fraguas, Beatriz Calvo, Kerstin Bartscherer, Emili Saló","No"
"9223","Universitat de Barcelona (UB)","The diploid genome sequence of an individual human.","10.1371/journal.pbio.0050254","2007","811","Samuel Levy, Granger Sutton, Pauline C Ng, Lars Feuk, Aaron L Halpern, Brian P Walenz, Nelson Axelrod, Jiaqi Huang, Ewen F Kirkness, Gennady Denisov, Yuan Lin, Jeffrey R MacDonald, Andy Wing Chun Pang, Mary Shago, Timothy B Stockwell, Alexia Tsiamouri, Vineet Bafna, Vikas Bansal, Saul A Kravitz, Dana A Busam, Karen Y Beeson, Tina C McIntosh, Karin A Remington, Josep F Abril, John Gill, Jon Borman, Yu-Hui Rogers, Marvin E Frazier, Stephen W Scherer, Robert L Strausberg, J Craig Venter","No"
"9224","Universitat de Barcelona (UB)","Complex selection on 5' splice sites in intron-rich organisms.","10.1101/gr.089276.108","2009","14","Manuel Irimia, Scott William Roy, Daniel E Neafsey, Josep F Abril, Jordi Garcia-Fernandez, Eugene V Koonin","No"
"9226","Universitat de Barcelona (UB)","Genome annotation assessment in Drosophila melanogaster.","10.1101/gr.10.4.483","2000","100","M G Reese, G Hartzell, N L Harris, U Ohler, J F Abril, S E Lewis","No"
"9227","Universitat de Barcelona (UB)","Planarian regeneration: achievements and future directions after 20 years of research.","10.1387/ijdb.072414es","2009","39","Emili Saló, Josep F Abril, Teresa Adell, Francesc Cebrià, Kay Eckelt, Enrique Fernandez-Taboada, Mette Handberg-Thorsager, Marta Iglesias, Maria Dolores Molina, Gustavo Rodríguez-Esteban","No"
"9228","Universitat de Barcelona (UB)","An assessment of gene prediction accuracy in large DNA sequences.","10.1101/gr.122800","2000","98","R Guigó, P Agarwal, J F Abril, M Burset, J W Fickett","No"
"9229","Universitat de Barcelona (UB)","Comparative gene prediction in human and mouse.","10.1101/gr.871403","2003","101","Genís Parra, Pankaj Agarwal, Josep F Abril, Thomas Wiehe, James W Fickett, Roderic Guigó","No"
"9230","Universitat de Barcelona (UB)","Sequence and analysis of chromosome 2 of Dictyostelium discoideum.","10.1038/nature00847","2002","95","Gernot Glöckner, Ludwig Eichinger, Karol Szafranski, Justin A Pachebat, Alan T Bankier, Paul H Dear, Rüdiger Lehmann, Cornelia Baumgart, Genís Parra, Josep F Abril, Roderic Guigó, Kai Kumpf, Budi Tunggal, Edward Cox, Michael A Quail, Matthias Platzer, André Rosenthal, Angelika A Noegel","No"
"9231","Universitat de Barcelona (UB)","Comparison of mouse and human genomes followed by experimental verification yields an estimated 1,019 additional genes.","10.1073/pnas.0337561100","2003","60","Roderic Guigo, Emmanouil T Dermitzakis, Pankaj Agarwal, Chris P Ponting, Genis Parra, Alexandre Reymond, Josep F Abril, Evan Keibler, Robert Lyle, Catherine Ucla, Stylianos E Antonarakis, Michael R Brent","No"
"9232","Universitat de Barcelona (UB)","EGASP: the human ENCODE Genome Annotation Assessment Project.","10.1186/gb-2006-7-s1-s2","2006","94","Roderic Guigó, Paul Flicek, Josep F Abril, Alexandre Reymond, Julien Lagarde, France Denoeud, Stylianos Antonarakis, Michael Ashburner, Vladimir B Bajic, Ewan Birney, Robert Castelo, Eduardo Eyras, Catherine Ucla, Thomas R Gingeras, Jennifer Harrow, Tim Hubbard, Suzanna E Lewis, Martin G Reese","No"
"9233","Universitat de Barcelona (UB)","Fusion of the human gene for the polyubiquitination coeffector UEV1 with Kua, a newly identified gene.","10.1101/gr.gr-1405r","2000","47","T M Thomson, J J Lozano, N Loukili, R Carrió, F Serras, B Cormand, M Valeri, V M Díaz, J Abril, M Burset, J Merino, A Macaya, M Corominas, R Guigó","No"
"9235","Universitat de Barcelona (UB)","The genome sequence of the malaria mosquito Anopheles gambiae.","10.1126/science.1076181","2002","1049","Robert A Holt, G Mani Subramanian, Aaron Halpern, Granger G Sutton, Rosane Charlab, Deborah R Nusskern, Patrick Wincker, Andrew G Clark, José M C Ribeiro, Ron Wides, Steven L Salzberg, Brendan Loftus, Mark Yandell, William H Majoros, Douglas B Rusch, Zhongwu Lai, Cheryl L Kraft, Josep F Abril, Veronique Anthouard, Peter Arensburger, Peter W Atkinson, Holly Baden, Veronique de Berardinis, Danita Baldwin, Vladimir Benes, Jim Biedler, Claudia Blass, Randall Bolanos, Didier Boscus, Mary Barnstead, Shuang Cai, Angela Center, Kabir Chaturverdi, George K Christophides, Mathew A Chrystal, Michele Clamp, Anibal Cravchik, Val Curwen, Ali Dana, Art Delcher, Ian Dew, Cheryl A Evans, Michael Flanigan, Anne Grundschober-Freimoser, Lisa Friedli, Zhiping Gu, Ping Guan, Roderic Guigo, Maureen E Hillenmeyer, Susanne L Hladun, James R Hogan, Young S Hong, Jeffrey Hoover, Olivier Jaillon, Zhaoxi Ke, Chinnappa Kodira, Elena Kokoza, Anastasios Koutsos, Ivica Letunic, Alex Levitsky, Yong Liang, Jhy-Jhu Lin, Neil F Lobo, John R Lopez, Joel A Malek, Tina C McIntosh, Stephan Meister, Jason Miller, Clark Mobarry, Emmanuel Mongin, Sean D Murphy, David A O'Brochta, Cynthia Pfannkoch, Rong Qi, Megan A Regier, Karin Remington, Hongguang Shao, Maria V Sharakhova, Cynthia D Sitter, Jyoti Shetty, Thomas J Smith, Renee Strong, Jingtao Sun, Dana Thomasova, Lucas Q Ton, Pantelis Topalis, Zhijian Tu, Maria F Unger, Brian Walenz, Aihui Wang, Jian Wang, Mei Wang, Xuelan Wang, Kerry J Woodford, Jennifer R Wortman, Martin Wu, Alison Yao, Evgeny M Zdobnov, Hongyu Zhang, Qi Zhao, Shaying Zhao, Shiaoping C Zhu, Igor Zhimulev, Mario Coluzzi, Alessandra della Torre, Charles W Roth, Christos Louis, Francis Kalush, Richard J Mural, Eugene W Myers, Mark D Adams, Hamilton O Smith, Samuel Broder, Malcolm J Gardner, Claire M Fraser, Ewan Birney, Peer Bork, Paul T Brey, J Craig Venter, Jean Weissenbach, Fotis C Kafatos, Frank H Collins, Stephen L Hoffman","No"
"9236","Universitat de Barcelona (UB)","The genome sequence of Drosophila melanogaster.","10.1126/science.287.5461.2185","2000","2768","M D Adams, S E Celniker, R A Holt, C A Evans, J D Gocayne, P G Amanatides, S E Scherer, P W Li, R A Hoskins, R F Galle, R A George, S E Lewis, S Richards, M Ashburner, S N Henderson, G G Sutton, J R Wortman, M D Yandell, Q Zhang, L X Chen, R C Brandon, Y H Rogers, R G Blazej, M Champe, B D Pfeiffer, K H Wan, C Doyle, E G Baxter, G Helt, C R Nelson, G L Gabor, J F Abril, A Agbayani, H J An, C Andrews-Pfannkoch, D Baldwin, R M Ballew, A Basu, J Baxendale, L Bayraktaroglu, E M Beasley, K Y Beeson, P V Benos, B P Berman, D Bhandari, S Bolshakov, D Borkova, M R Botchan, J Bouck, P Brokstein, P Brottier, K C Burtis, D A Busam, H Butler, E Cadieu, A Center, I Chandra, J M Cherry, S Cawley, C Dahlke, L B Davenport, P Davies, B de Pablos, A Delcher, Z Deng, A D Mays, I Dew, S M Dietz, K Dodson, L E Doup, M Downes, S Dugan-Rocha, B C Dunkov, P Dunn, K J Durbin, C C Evangelista, C Ferraz, S Ferriera, W Fleischmann, C Fosler, A E Gabrielian, N S Garg, W M Gelbart, K Glasser, A Glodek, F Gong, J H Gorrell, Z Gu, P Guan, M Harris, N L Harris, D Harvey, T J Heiman, J R Hernandez, J Houck, D Hostin, K A Houston, T J Howland, M H Wei, C Ibegwam, M Jalali, F Kalush, G H Karpen, Z Ke, J A Kennison, K A Ketchum, B E Kimmel, C D Kodira, C Kraft, S Kravitz, D Kulp, Z Lai, P Lasko, Y Lei, A A Levitsky, J Li, Z Li, Y Liang, X Lin, X Liu, B Mattei, T C McIntosh, M P McLeod, D McPherson, G Merkulov, N V Milshina, C Mobarry, J Morris, A Moshrefi, S M Mount, M Moy, B Murphy, L Murphy, D M Muzny, D L Nelson, D R Nelson, K A Nelson, K Nixon, D R Nusskern, J M Pacleb, M Palazzolo, G S Pittman, S Pan, J Pollard, V Puri, M G Reese, K Reinert, K Remington, R D Saunders, F Scheeler, H Shen, B C Shue, I Sidén-Kiamos, M Simpson, M P Skupski, T Smith, E Spier, A C Spradling, M Stapleton, R Strong, E Sun, R Svirskas, C Tector, R Turner, E Venter, A H Wang, X Wang, Z Y Wang, D A Wassarman, G M Weinstock, J Weissenbach, S M Williams, K C Worley, D Wu, S Yang, Q A Yao, J Ye, R F Yeh, J S Zaveri, M Zhan, G Zhang, Q Zhao, L Zheng, X H Zheng, F N Zhong, W Zhong, X Zhou, S Zhu, X Zhu, H O Smith, R A Gibbs, E W Myers, G M Rubin, J C Venter","No"
"9237","Universitat de Barcelona (UB)","Identification and Characterization of a Secondary Sodium-Binding Site and the Main Selectivity Determinants in the Human Concentrative Nucleoside Transporter 3.","10.1021/acs.molpharmaceut.7b00085","2017","1","C Arimany-Nardi, A Claudio-Montero, A Viel-Oliva, P Schmidtke, C Estarellas, X Barril, A Bidon-Chanal, M Pastor-Anglada","No"
"9238","Universitat de Barcelona (UB)","Dynamic undocking and the quasi-bound state as tools for drug discovery.","10.1038/nchem.2660","2017","5","Sergio Ruiz-Carmona, Peter Schmidtke, F Javier Luque, Lisa Baker, Natalia Matassova, Ben Davis, Stephen Roughley, James Murray, Rod Hubbard, Xavier Barril","No"
"9239","Universitat de Barcelona (UB)","Molecular simulations with solvent competition quantify water displaceability and provide accurate interaction maps of protein binding sites.","10.1021/jm5010418","2014","12","Daniel Alvarez-Garcia, Xavier Barril","No"
"9240","Universitat de Barcelona (UB)","Ligand discovery: Docking points.","10.1038/nchem.1986","2014","1","Xavier Barril","No"
"9241","Universitat de Barcelona (UB)","Relationship between Protein Flexibility and Binding: Lessons for Structure-Based Drug Design.","10.1021/ct500182z","2014","9","Daniel Alvarez-Garcia, Xavier Barril","No"
"9242","Universitat de Barcelona (UB)","Inherent conformational flexibility of F1-ATPase a-subunit.","10.1016/j.bbabio.2016.04.283","2016","2","Otto Hahn-Herrera, Guillermo Salcedo, Xavier Barril, Enrique García-Hernández","No"
"9243","Universitat de Barcelona (UB)","Pharmacological chaperones for enzyme enhancement therapy in genetic diseases.","10.4155/ppa.12.74","2013","8","Juan Aymami, Xavier Barril, Laura Rodríguez-Pascau, Marc Martinell","No"
"9244","Universitat de Barcelona (UB)","Molecular simulation methods in drug discovery: a prospective outlook.","10.1007/s10822-011-9506-1","2012","5","Xavier Barril, F Javier Luque","No"
"9245","Universitat de Barcelona (UB)","Shielded hydrogen bonds as structural determinants of binding kinetics: application in drug design.","10.1021/ja207494u","2011","42","Peter Schmidtke, F Javier Luque, James B Murray, Xavier Barril","No"
"9246","Universitat de Barcelona (UB)","Molecular Dynamics in Mixed Solvents Reveals Protein-Ligand Interactions, Improves Docking, and Allows Accurate Binding Free Energy Predictions.","10.1021/acs.jcim.6b00678","2017","1","Juan Pablo Arcon, Lucas A Defelipe, Carlos P Modenutti, Elias D López, Daniel Alvarez-Garcia, Xavier Barril, Adrián G Turjanski, Marcelo A Martí","No"
"9247","Universitat de Barcelona (UB)","rDock: a fast, versatile and open source program for docking ligands to proteins and nucleic acids.","10.1371/journal.pcbi.1003571","2014","36","Sergio Ruiz-Carmona, Daniel Alvarez-Garcia, Nicolas Foloppe, A Beatriz Garmendia-Doval, Szilveszter Juhos, Peter Schmidtke, Xavier Barril, Roderick E Hubbard, S David Morley","No"
"9248","Universitat de Barcelona (UB)","Protein flexibility and ligand recognition: challenges for molecular modeling.","10.2174/156802611794863571","2011","27","Francesca Spyrakis, Axel BidonChanal, Xavier Barril, F Javier Luque","No"
"9249","Universitat de Barcelona (UB)","Understanding and predicting druggability. A high-throughput method for detection of drug binding sites.","10.1021/jm100574m","2010","67","Peter Schmidtke, Xavier Barril","No"
"9250","Universitat de Barcelona (UB)","TuberQ: a Mycobacterium tuberculosis protein druggability database.","10.1093/database/bau035","2014","7","Leandro Radusky, Lucas A Defelipe, Esteban Lanzarotti, Javier Luque, Xavier Barril, Marcelo A Marti, Adrián G Turjanski","No"
"9251","Universitat de Barcelona (UB)","Incorporating protein flexibility into docking and structure-based drug design.","10.1517/17460441.1.4.335","2006","11","Xavier Barril, Xavier Fradera","No"
"9252","Universitat de Barcelona (UB)","A fluorescence polarization assay for inhibitors of Hsp90.","10.1016/j.ab.2005.12.023","2006","24","R Howes, X Barril, B W Dymock, K Grant, C J Northfield, A G S Robertson, A Surgenor, J Wayne, L Wright, K James, T Matthews, K-M Cheung, E McDonald, P Workman, M J Drysdale","No"
"9253","Universitat de Barcelona (UB)","Structure-based discovery of a new class of Hsp90 inhibitors.","10.1016/j.bmcl.2005.08.092","2005","34","Xavier Barril, Paul Brough, Martin Drysdale, Roderick E Hubbard, Andrew Massey, Allan Surgenor, Lisa Wright","No"
"9254","Universitat de Barcelona (UB)","Unveiling the full potential of flexible receptor docking using multiple crystallographic structures.","10.1021/jm048972v","2005","74","Xavier Barril, S David Morley","No"
"9255","Universitat de Barcelona (UB)","Design and characterization of libraries of molecular fragments for use in NMR screening against protein targets.","10.1021/ci049806z","2004","35","Nicolas Baurin, Fareed Aboul-Ela, Xavier Barril, Ben Davis, Martin Drysdale, Brian Dymock, Harry Finch, Christophe Fromont, Christine Richardson, Heather Simmonite, Roderick E Hubbard","No"
"9256","Universitat de Barcelona (UB)","Combining hit identification strategies: fragment-based and in silico approaches to orally active 2-aminothieno[2,3-d]pyrimidine inhibitors of the Hsp90 molecular chaperone.","10.1021/jm900357y","2009","49","Paul A Brough, Xavier Barril, Jenifer Borgognoni, Patrick Chene, Nicholas G M Davies, Ben Davis, Martin J Drysdale, Brian Dymock, Suzanne A Eccles, Carlos Garcia-Echeverria, Christophe Fromont, Angela Hayes, Roderick E Hubbard, Allan M Jordan, Michael Rugaard Jensen, Andrew Massey, Angela Merrett, Antony Padfield, Rachel Parsons, Thomas Radimerski, Florence I Raynaud, Alan Robertson, Stephen D Roughley, Joseph Schoepfer, Heather Simmonite, Swee Y Sharp, Allan Surgenor, Melanie Valenti, Steven Walls, Paul Webb, Mike Wood, Paul Workman, Lisa Wright","No"
"9257","Universitat de Barcelona (UB)","Toward accurate relative energy predictions of the bioactive conformation of drugs.","10.1002/jcc.21087","2009","22","Keith T Butler, F Javier Luque, Xavier Barril","No"
"9258","Universitat de Barcelona (UB)","Structure-activity relationships in purine-based inhibitor binding to HSP90 isoforms.","10.1016/j.chembiol.2004.03.033","2004","91","Lisa Wright, Xavier Barril, Brian Dymock, Louisa Sheridan, Allan Surgenor, Mandy Beswick, Martin Drysdale, Adam Collier, Andy Massey, Nick Davies, Alex Fink, Christophe Fromont, Wynne Aherne, Kathy Boxall, Swee Sharp, Paul Workman, Roderick E Hubbard","No"
"9259","Universitat de Barcelona (UB)","Binding site detection and druggability index from first principles.","10.1021/jm801385d","2009","68","Jesus Seco, F Javier Luque, Xavier Barril","No"
"9260","Universitat de Barcelona (UB)","MDpocket: open-source cavity detection and characterization on molecular dynamics trajectories.","10.1093/bioinformatics/btr550","2011","62","Peter Schmidtke, Axel Bidon-Chanal, F Javier Luque, Xavier Barril","No"
"9261","Universitat de Barcelona (UB)","Adenine derived inhibitors of the molecular chaperone HSP90-SAR explained through multiple X-ray structures.","10.1016/j.bmcl.2003.11.011","2004","27","Brian Dymock, Xavier Barril, Mandy Beswick, Adam Collier, Nicholas Davies, Martin Drysdale, Alexandra Fink, Christophe Fromont, Roderick E Hubbard, Andrew Massey, Allan Surgenor, Lisa Wright","No"
"9263","Universitat de Barcelona (UB)","Novel, potent small-molecule inhibitors of the molecular chaperone Hsp90 discovered through structure-based design.","10.1021/jm050355z","2005","64","Brian W Dymock, Xavier Barril, Paul A Brough, Julie E Cansfield, Andrew Massey, Edward McDonald, Roderick E Hubbard, Allan Surgenor, Stephen D Roughley, Paul Webb, Paul Workman, Lisa Wright, Martin J Drysdale","No"
"9264","Universitat de Barcelona (UB)","Inhibition of the heat shock protein 90 molecular chaperone in vitro and in vivo by novel, synthetic, potent resorcinylic pyrazole/isoxazole amide analogues.","10.1158/1535-7163.mct-07-0149","2007","49","Swee Y Sharp, Chrisostomos Prodromou, Kathy Boxall, Marissa V Powers, Joanna L Holmes, Gary Box, Thomas P Matthews, Kwai-Ming J Cheung, Andrew Kalusa, Karen James, Angela Hayes, Anthea Hardcastle, Brian Dymock, Paul A Brough, Xavier Barril, Julie E Cansfield, Lisa Wright, Allan Surgenor, Nicolas Foloppe, Roderick E Hubbard, Wynne Aherne, Laurence Pearl, Keith Jones, Edward McDonald, Florence Raynaud, Sue Eccles, Martin Drysdale, Paul Workman","No"
"9265","Universitat de Barcelona (UB)","Glucose-6-phosphate dehydrogenase and transketolase modulate breast cancer cell metabolic reprogramming and correlate with poor patient outcome.","10.18632/oncotarget.21601","2017","0","Adrián Benito, Ibrahim H Polat, Véronique Noé, Carlos J Ciudad, Silvia Marin, Marta Cascante","No"
"9266","Universitat de Barcelona (UB)","MIDcor, an R-program for deciphering mass interferences in mass spectra of metabolites enriched in stable isotopes.","10.1186/s12859-017-1513-3","2017","1","Vitaly A Selivanov, Adrián Benito, Anibal Miranda, Esther Aguilar, Ibrahim Halil Polat, Josep J Centelles, Anusha Jayaraman, Paul W N Lee, Silvia Marin, Marta Cascante","No"
"9267","Universitat de Barcelona (UB)","Untargeted metabolomics reveals distinct metabolic reprogramming in endothelial cells co-cultured with CSC and non-CSC prostate cancer cell subpopulations.","10.1371/journal.pone.0192175","2018","0","Anusha Jayaraman, Praveen Kumar, Silvia Marin, Pedro de Atauri, Francesca Mateo, Timothy M Thomson, Josep J Centelles, Stewart F Graham, Marta Cascante","No"
"9268","Universitat de Barcelona (UB)","MicroRNA-200, associated with metastatic breast cancer, promotes traits of mammary luminal progenitor cells.","10.18632/oncotarget.20698","2017","1","Lourdes Sánchez-Cid, Mònica Pons, Juan José Lozano, Nuria Rubio, Marta Guerra-Rebollo, Aroa Soriano, Laia Paris-Coderch, Miquel F Segura, Raquel Fueyo, Judit Arguimbau, Erika Zodda, Raquel Bermudo, Immaculada Alonso, Xavier Caparrós, Marta Cascante, Arash Rafii, Yibin Kang, Marian Martínez-Balbás, Stephen J Weiss, Jerónimo Blanco, Montserrat Muñoz, Pedro L Fernández, Timothy M Thomson","No"
"9269","Universitat de Barcelona (UB)","Design, synthesis and biological evaluation of novel C-29 carbamate celastrol derivatives as potent and selective cytotoxic compounds.","10.1016/j.ejmech.2017.08.058","2017","1","Sandra A C Figueiredo, Jorge A R Salvador, Roldán Cortés, Marta Cascante","No"
"9270","Universitat de Barcelona (UB)","From correlation to causation: analysis of metabolomics data using systems biology approaches.","10.1007/s11306-018-1335-y","2018","0","Antonio Rosato, Leonardo Tenori, Marta Cascante, Pedro Ramon De Atauri Carulla, Vitor A P Martins Dos Santos, Edoardo Saccenti","No"
"9271","Universitat de Barcelona (UB)","Novel celastrol derivatives with improved selectivity and enhanced antitumour activity: Design, synthesis and biological evaluation.","10.1016/j.ejmech.2017.06.029","2017","3","Sandra A C Figueiredo, Jorge A R Salvador, Roldán Cortés, Marta Cascante","No"
"9272","Universitat de Barcelona (UB)","Model-driven discovery of long-chain fatty acid metabolic reprogramming in heterogeneous prostate cancer cells.","10.1371/journal.pcbi.1005914","2018","2","Igor Marín de Mas, Esther Aguilar, Erika Zodda, Cristina Balcells, Silvia Marin, Guido Dallmann, Timothy M Thomson, Balázs Papp, Marta Cascante","No"
"9273","Universitat de Barcelona (UB)","Combined Analysis of NMR and MS Spectra (CANMS).","10.1002/anie.201611634","2017","0","Mei Chong, Anusha Jayaraman, Silvia Marin, Vitaly Selivanov, Pedro R de Atauri Carulla, Daniel A Tennant, Marta Cascante, Ulrich L Günther, Christian Ludwig","No"
"9274","Universitat de Barcelona (UB)","Unveiling the Metabolic Changes on Muscle Cell Metabolism Underlying p-Phenylenediamine Toxicity.","10.3389/fmolb.2017.00008","2017","0","Igor Marín de Mas, Silvia Marín, Gisela Pachón, Juan C Rodríguez-Prados, Pedro Vizán, Josep J Centelles, Romà Tauler, Amaya Azqueta, Vitaly Selivanov, Adela López de Ceraín, Marta Cascante","No"
"9275","Universitat de Barcelona (UB)","De novo MYC addiction as an adaptive response of cancer cells to CDK4/6 inhibition.","10.15252/msb.20167321","2017","0","Míriam Tarrado-Castellarnau, Pedro de Atauri, Josep Tarragó-Celada, Jordi Perarnau, Mariia Yuneva, Timothy M Thomson, Marta Cascante","No"
"9276","Universitat de Barcelona (UB)","Induction of oxidative metabolism by the p38a/MK2 pathway.","10.1038/s41598-017-11309-7","2017","0","Natalia Trempolec, Juan Pablo Muñoz, Konstantin Slobodnyuk, Silvia Marin, Marta Cascante, Antonio Zorzano, Angel R Nebreda","No"
"9277","Universitat de Barcelona (UB)","Instrumental drift removal in GC-MS data for breath analysis: the short-term and long-term temporal validation of putative biomarkers for COPD.","10.1088/1752-7163/aaa492","2018","0","Raquel Rodríguez-Pérez, Roldán Cortés, Ana Guamán, Antonio Pardo, Yolanda Torralba, Federico Gómez, Josep Roca, Joan Albert Barberà, Marta Cascante, Santiago Marco","No"
"9278","Universitat de Barcelona (UB)","A key role for transketolase-like 1 in tumor metabolic reprogramming.","10.18632/oncotarget.10429","2016","3","Santiago Diaz-Moralli, Esther Aguilar, Silvia Marin, Johannes F Coy, Mieke Dewerchin, Maciek R Antoniewicz, Oscar Meca-Cortés, Leen Notebaert, Bart Ghesquière, Guy Eelen, Timothy M Thomson, Peter Carmeliet, Marta Cascante","No"
"9279","Universitat de Barcelona (UB)","Optimization of xanthatin extraction from Xanthium spinosum L. and its cytotoxic, anti-angiogenesis and antiviral properties.","10.1016/j.ejmech.2014.11.060","2015","2","M Romero, M Zanuy, E Rosell, M Cascante, J Piulats, M Font-Bardia, J Balzarini, E De Clerq, M D Pujol","No"
"9280","Universitat de Barcelona (UB)","Synthesis, characterization and biological activity of new cyclometallated platinum(iv) iodido complexes.","10.1039/c7dt03448b","2017","0","Emma Bauer, Xavier Domingo, Cristina Balcells, Ibrahim H Polat, Margarita Crespo, Josefina Quirante, Josefa Badía, Laura Baldomà, Mercè Font-Bardia, Marta Cascante","No"
"9281","Universitat de Barcelona (UB)","Restrictions in ATP diffusion within sarcomeres can provoke ATP-depleted zones impairing exercise capacity in chronic obstructive pulmonary disease.","10.1016/j.bbagen.2016.04.018","2016","3","Alexey E Alekseev, Rita Guzun, Santiago Reyes, Christophe Pison, Uwe Schlattner, Vitaly A Selivanov, Marta Cascante","No"
"9282","Universitat de Barcelona (UB)","Validation of NCM460 cell model as control in antitumor strategies targeting colon adenocarcinoma metabolic reprogramming: trichostatin A as a case study.","10.1016/j.bbagen.2013.12.024","2014","5","Gema Alcarraz-Vizán, Susana Sánchez-Tena, Mary Pat Moyer, Marta Cascante","No"
"9283","Universitat de Barcelona (UB)","Green tea phenolics inhibit butyrate-induced differentiation of colon cancer cells by interacting with monocarboxylate transporter 1.","10.1016/j.bbadis.2013.08.009","2013","4","S Sánchez-Tena, P Vizán, P K Dudeja, J J Centelles, M Cascante","No"
"9284","Universitat de Barcelona (UB)","On the stability and biological behavior of cyclometallated Pt(IV) complexes with halido and aryl ligands in the axial positions.","10.1016/j.bmc.2016.09.037","2016","1","Anna Escolà, Margarita Crespo, Concepción López, Josefina Quirante, Anusha Jayaraman, Ibrahim H Polat, Josefa Badía, Laura Baldomà, Marta Cascante","No"
"9285","Universitat de Barcelona (UB)","Oncogenic regulation of tumor metabolic reprogramming.","10.18632/oncotarget.10911","2016","14","Míriam Tarrado-Castellarnau, Pedro de Atauri, Marta Cascante","No"
"9286","Universitat de Barcelona (UB)","In-silico gene essentiality analysis of polyamine biosynthesis reveals APRT as a potential target in cancer.","10.1038/s41598-017-14067-8","2017","1","Jon Pey, Edurne San José-Eneriz, María Carmen Ochoa, Iñigo Apaolaza, Pedro de Atauri, Angel Rubio, Xabier Cendoya, Estíbaliz Miranda, Leire Garate, Marta Cascante, Arkaitz Carracedo, Xabier Agirre, Felipe Prosper, Francisco J Planes","No"
"9287","Universitat de Barcelona (UB)","Metabolic Reprogramming and Dependencies Associated with Epithelial Cancer Stem Cells Independent of the Epithelial-Mesenchymal Transition Program.","10.1002/stem.2286","2016","13","Esther Aguilar, Igor Marin de Mas, Erika Zodda, Silvia Marin, Fionnuala Morrish, Vitaly Selivanov, Óscar Meca-Cortés, Hossain Delowar, Mònica Pons, Inés Izquierdo, Toni Celià-Terrassa, Pedro de Atauri, Josep J Centelles, David Hockenbery, Timothy M Thomson, Marta Cascante","No"
"9288","Universitat de Barcelona (UB)","Synthesis and anticancer activity of novel fluorinated asiatic acid derivatives.","10.1016/j.ejmech.2016.02.057","2016","6","Bruno M F Gonçalves, Jorge A R Salvador, Silvia Marín, Marta Cascante","No"
